"","HAULJOIN","CRUISE","VESSEL","HAUL","GIS_STATION","SPECIES_CODE","SEX","LENGTH","WIDTH","SHELL_CONDITION","EGG_COLOR","EGG_CONDITION","CLUTCH_SIZE","WEIGHT","CHELA_HEIGHT","COMMENTS","YEAR","log10.length","log10.weight","log.length","log.weight","Cooks_D","SC"
"4377",-6386,201001,89,27,"C-08",69322,1,167.2,NA,2,NA,NA,NA,3610,NA,NA,"2010",2.223236273103,3.55750720190566,5.1191907006506,8.19146305132693,0.000485662068998341,"NS"
"4381",-5705,200901,88,212,"F-10",69322,1,167.3,NA,2,NA,NA,NA,3778,NA,NA,"2009",2.22349594096239,3.57726195358581,5.11978860799278,8.23695004806146,4.26126607813718e-05,"NS"
"4384",-13976,201501,162,32,"F-08",69322,1,167.8,NA,2,NA,NA,NA,3740,NA,NA,"2015",2.22479195649268,3.57287160220048,5.12277279403311,8.22684089040858,0.000183081076775232,"NS"
"4386",-9817,201301,162,24,"E-10",69322,1,167.8,NA,2,NA,NA,NA,3986,64,NA,"2013",2.22479195649268,3.60053729436447,5.12277279403311,8.29054350077274,8.6174002453358e-05,"NS"
"4390",-9372,201201,162,228,"G-12",69322,1,168.6,NA,2,NA,NA,NA,3796,NA,NA,"2012",2.22685757028872,3.57932620375525,5.12752904556775,8.24170315972982,0.000186609078804764,"NS"
"4395",-2831,200701,89,35,"C-08",69322,1,168.7,NA,2,NA,NA,NA,3914,NA,NA,"2007",2.22711508258913,3.59262082132198,5.12812198955192,8.27231514795602,1.07312783702193e-05,"NS"
"4399",-9830,201301,162,26,"D-09",69322,1,168.9,NA,2,NA,NA,NA,3912,55.4,NA,"2013",2.22762964957101,3.59239884611556,5.12930682381375,8.27180403115471,2.31640709566411e-05,"NS"
"4405",-14129,201501,94,29,"C-08",69322,1,169.2,NA,2,NA,NA,NA,3962,NA,NA,"2015",2.228400358703,3.59791447120253,5.13108144717212,8.2845042272585,4.97815845610732e-06,"NS"
"4407",-9817,201301,162,24,"E-10",69322,1,169.4,NA,2,NA,NA,NA,3972,60.8,NA,"2013",2.22891340599469,3.59900923982334,5.13226278221795,8.28702502516506,7.10430405246049e-06,"NS"
"4408",-9378,201201,162,234,"E-10",69322,1,169.7,NA,2,NA,NA,NA,4030,NA,NA,"2012",2.22968184231768,3.60530504614111,5.13403217224018,8.30152165494073,3.60007410817225e-07,"NS"
"4412",-18998,201901,162,57,"F-06",69322,1,170.2,NA,2,NA,NA,NA,3942,NA,NA,"2019",2.23095955574857,3.59571661994342,5.13697421613927,8.27944348771267,0.000118738253313753,"NS"
"4419",-9832,201301,162,28,"C-08",69322,1,171.1,NA,2,NA,NA,NA,4184,59,NA,"2013",2.2332500095411,3.62159167585922,5.14224818089815,8.33902300574476,2.47738812265125e-05,"NS"
"4426",-2896,200701,88,38,"F-09",69322,1,172.5,NA,2,NA,NA,NA,3886,54,NA,"2007",2.23678909940929,3.58950279626376,5.15039723647141,8.26513562993738,0.0010480305788314,"NS"
"4427",-9890,201301,89,29,"E-08",69322,1,172.7,NA,2,NA,NA,NA,4100,NA,NA,"2013",2.23729233756746,3.61278385671974,5.15155598515263,8.3187422526924,0.000184571996453268,"NS"
"4429",1063202,200101,88,37,"I-08",69322,1,173,NA,2,NA,NA,NA,4224,NA,NA,"2001",2.2380461031288,3.62572390952576,5.15329159449778,8.3485378253861,1.94406890271194e-05,"NS"
"4434",-13957,201501,94,22,"G-09",69322,1,174,NA,2,NA,NA,NA,4608,NA,NA,"2015",2.2405492482826,3.66351247041516,5.15905529921453,8.43554920237573,0.00048004605175293,"NS"
"4435",-5707,200901,88,214,"D-10",69322,1,174.2,NA,2,NA,NA,NA,4202,NA,NA,"2009",2.24104815067164,3.62345604806993,5.1602040644184,8.34331588140495,0.000217728504322828,"NS"
"4436",-9817,201301,162,24,"E-10",69322,1,174.7,NA,2,NA,NA,NA,4148,59.7,NA,"2013",2.24229290498293,3.617838747717,5.16307021714001,8.33038156934942,0.000541280735717016,"NS"
"4437",-14137,201501,94,39,"C-07",69322,1,174.9,NA,2,NA,NA,NA,4482,NA,NA,"2015",2.24278980947868,3.65147185219904,5.16421438202456,8.40782465436087,2.68495641896082e-05,"NS"
"4441",-14037,201501,162,49,"E-07",69322,1,176.4,NA,2,NA,NA,NA,4058,NA,NA,"2015",2.2464985807958,3.60831204269733,5.17275414357269,8.30844552038576,0.0019470722966757,"NS"
"4444",1063188,200101,88,23,"H-10",69322,1,178,NA,2,NA,NA,NA,4304,NA,NA,"2001",2.25042000230889,3.63387226265833,5.18178355029209,8.36730010184162,0.00106645776964911,"NS"
"4445",-19078,201901,94,89,"I-03",69322,1,178.4,NA,2,NA,NA,NA,4230,NA,NA,"2019",2.2513948500401,3.62634036737504,5.18402822014591,8.34995727204032,0.0018073771040929,"NS"
"4451",-14057,201501,162,64,"H-04",69322,1,182.6,NA,2,NA,NA,NA,4868,NA,NA,"2015",2.26150077319828,3.68735056955803,5.20729796816087,8.49043845410742,0.000260503466030545,"NS"
"4454",-14130,201501,94,30,"B-08",69322,1,184.4,NA,2,NA,NA,NA,5500,NA,NA,"2015",2.26576091671761,3.74036268949424,5.21710731112249,8.61250337122056,0.000490662401161455,"NS"
"267",-9274,201201,162,220,"I-14",69322,1,79.6,NA,3,NA,NA,NA,406,NA,NA,"2012",1.90091306773767,2.60852603357719,4.37701409285034,6.00635315960173,0.00408075948215436,"OS"
"452",-7497,201101,89,5,"I-15",69322,1,85.5,NA,3,NA,NA,NA,497,NA,NA,"2011",1.93196611472817,2.69635638873333,4.44851637594271,6.20859002609663,0.000565780101700235,"OS"
"1081",-4424,200801,88,190,"I-10",69322,1,98.5,NA,3,NA,NA,NA,764,32.7,NA,"2008",1.99343623049761,2.88309335857569,4.59005654817804,6.63856778916652,2.35071302116811e-05,"OS"
"1104",-2899,200701,88,41,"D-10",69322,1,99,NA,3,NA,NA,NA,812,30,NA,"2007",1.99563519459755,2.90955602924118,4.59511985013459,6.69950034016168,0.00309808131361507,"OS"
"1135",-11263,200601,134,11,"E-12",69322,1,99.6,NA,3,NA,NA,NA,808,NA,NA,"2006",1.9982593384237,2.90741136077459,4.60116216459055,6.69456205852109,0.000809172363386547,"OS"
"1354",-4424,200801,88,190,"I-10",69322,1,102.6,NA,3,NA,NA,NA,854,34.5,NA,"2008",2.0111473607758,2.931457870689,4.63083793273667,6.74993119378857,0.000137229482271985,"OS"
"1551",1063415,200101,89,32,"G-09",69322,1,106,NA,3,NA,NA,NA,902,NA,NA,"2001",2.02530586526477,2.95520653754194,4.66343909411207,6.80461452006262,0.00296421794317903,"OS"
"1577",-11268,200601,134,16,"I-11",69322,1,106.5,NA,3,NA,NA,NA,902,NA,NA,"2006",2.02734960777476,2.95520653754194,4.66814498514948,6.80461452006262,0.00451416657449416,"OS"
"1590",-4092,200801,89,7,"I-14",69322,1,106.8,NA,3,NA,NA,NA,996,NA,NA,"2008",2.02857125269254,2.9982593384237,4.67095792652609,6.9037472575846,0.000252386513336447,"OS"
"1688",-4429,200801,88,195,"I-13",69322,1,108.1,NA,3,NA,NA,NA,1080,36.7,NA,"2008",2.03382569395331,3.03342375548695,4.68305672464516,6.98471632011827,0.00285139093687936,"OS"
"1719",-7574,201101,162,10,"H-14",69322,1,108.5,NA,3,NA,NA,NA,1100,NA,NA,"2011",2.03542973818455,3.04139268515822,4.68675017298051,7.00306545878646,0.00345094674542781,"OS"
"1721",-5695,200901,88,202,"H-12",69322,1,108.6,NA,3,NA,NA,NA,998,NA,NA,"2009",2.03582982525283,2.99913054128737,4.68767140749983,6.90575327631146,0.000802829028629358,"OS"
"1764",-4843,200901,88,38,"H-08",69322,1,109.3,NA,3,NA,NA,NA,1018,NA,NA,"2009",2.0386201619497,3.00774777800074,4.69409639518249,6.92559519711047,0.000779315200686262,"OS"
"1767",-4429,200801,88,195,"I-13",69322,1,109.3,NA,3,NA,NA,NA,1098,32.8,NA,"2008",2.0386201619497,3.04060234011407,4.69409639518249,7.00124562206948,0.00132515515270629,"OS"
"1784",-7504,201101,89,13,"E-11",69322,1,109.6,NA,3,NA,NA,NA,1090,NA,NA,"2011",2.03981055414835,3.03742649794062,4.69683737451392,6.99393297522319,0.00051652607548974,"OS"
"1788",-2890,200701,88,32,"J-10",69322,1,109.7,NA,3,NA,NA,NA,1066,35,NA,"2007",2.04020662757471,3.02775720469055,4.69774936728118,6.97166860472579,2.4410097476871e-06,"OS"
"1850",-2890,200701,88,32,"J-10",69322,1,111,NA,3,NA,NA,NA,1108,25.5,NA,"2007",2.04532297878666,3.04453976039241,4.70953020131233,7.01031186730723,9.46208743253127e-06,"OS"
"1865",-4422,200801,88,188,"I-08",69322,1,111.2,NA,3,NA,NA,NA,1204,32.8,NA,"2008",2.04610478724604,3.08062648692181,4.71133038181648,7.09340462586877,0.00427437063421232,"OS"
"1870",-4821,200901,88,16,"I-12",69322,1,111.3,NA,3,NA,NA,NA,1034,NA,NA,"2009",2.04649516433471,3.01452053875792,4.7122292582815,6.94119005506837,0.00349568270544048,"OS"
"1962",-4429,200801,88,195,"I-13",69322,1,112.8,NA,3,NA,NA,NA,1066,35.4,NA,"2008",2.05230909964732,3.02775720469055,4.72561633906396,6.97166860472579,0.00424443643285766,"OS"
"1980",-2899,200701,88,41,"D-10",69322,1,113,NA,3,NA,NA,NA,1206,35.8,NA,"2007",2.05307844348342,3.08134730780413,4.72738781871234,7.09506437728713,0.000629867052247567,"OS"
"1996",-4426,200801,88,192,"J-11",69322,1,113.2,NA,3,NA,NA,NA,1268,33.3,NA,"2008",2.05384642685225,3.10311925354571,4.72915616576908,7.14519613499717,0.00345246235994302,"OS"
"2038",-11275,200601,134,23,"H-09",69322,1,113.9,NA,3,NA,NA,NA,1198,NA,NA,"2006",2.0565237240791,3.07845681805329,4.73532087045314,7.08840877867539,1.32978459698237e-06,"OS"
"2047",-7592,201101,162,28,"E-10",69322,1,114,NA,3,NA,NA,NA,1200,NA,NA,"2011",2.05690485133647,3.07918124604762,4.7361984483945,7.09007683577609,1.30609715652611e-07,"OS"
"2071",-4824,200901,88,19,"K-11",69322,1,114.4,NA,3,NA,NA,NA,1170,NA,NA,"2009",2.05842602445701,3.06818586174616,4.7397010789457,7.0647590277918,0.000681917435567655,"OS"
"2089",-6367,201001,89,8,"I-14",69322,1,114.7,NA,3,NA,NA,NA,1256,NA,NA,"2010",2.05956341790127,3.09898963940118,4.74232002413533,7.13568734702814,0.000382917448644383,"OS"
"2168",1010929,200001,88,39,"F-09",69322,1,116,NA,3,NA,NA,NA,1264,NA,NA,"2000",2.06445798922692,3.10174707394637,4.75359019110636,7.1420365747068,1.45033763820043e-06,"OS"
"2170",1010692,200001,89,16,"J-13",69322,1,116,NA,3,NA,NA,NA,1310,NA,NA,"2000",2.06445798922692,3.11727129565576,4.75359019110636,7.1777824161952,0.000559828428100313,"OS"
"2174",-4821,200901,88,16,"I-12",69322,1,116.1,NA,3,NA,NA,NA,1134,NA,NA,"2009",2.06483221973857,3.05461305455689,4.75445188870385,7.0335064842877,0.00613449810372232,"OS"
"2175",-4422,200801,88,188,"I-08",69322,1,116.1,NA,3,NA,NA,NA,1166,35.1,NA,"2008",2.06483221973857,3.066698550423,4.75445188870385,7.06133436691044,0.00348402152013168,"OS"
"2223",-2906,200701,88,48,"I-08",69322,1,117,NA,3,NA,NA,NA,1166,35.5,NA,"2007",2.06818586174616,3.066698550423,4.76217393479776,7.06133436691044,0.00542004999456065,"OS"
"2251",-7574,201101,162,10,"H-14",69322,1,117.4,NA,3,NA,NA,NA,1192,NA,NA,"2011",2.0696680969116,3.07627625540422,4.765586907394,7.0833878476253,0.00423822072035121,"OS"
"2254",-9273,201201,162,219,"I-13",69322,1,117.4,NA,3,NA,NA,NA,1288,NA,NA,"2012",2.0696680969116,3.10991586302379,4.765586907394,7.1608459066643,0.000182681023610674,"OS"
"2257",-6160,201001,162,41,"J-07",69322,1,117.4,NA,3,NA,NA,NA,1380,NA,NA,"2010",2.0696680969116,3.13987908640124,4.765586907394,7.22983877815125,0.00105183774076873,"OS"
"2274",-11690,200601,88,202,"G-12",69322,1,117.7,NA,3,NA,NA,NA,1266,34.3,NA,"2006",2.07077646284343,3.10243370568134,4.76813901426623,7.14361760270412,0.000900105880994476,"OS"
"2292",1010687,200001,89,11,"F-12",69322,1,118,NA,3,NA,NA,NA,1294,NA,NA,"2000",2.07188200730613,3.11193427633268,4.77068462446567,7.16549347506085,0.000424621221403362,"OS"
"2309",-5696,200901,88,203,"I-12",69322,1,118.2,NA,3,NA,NA,NA,1308,NA,NA,"2009",2.07261747654524,3.11660774398825,4.772378104972,7.17625453201714,0.000286104589328899,"OS"
"2324",-4826,200901,88,21,"I-10",69322,1,118.4,NA,3,NA,NA,NA,1438,NA,NA,"2009",2.0733517023869,3.15775888604686,4.7740687224499,7.27100853828099,0.00167685967036556,"OS"
"2363",-11262,200601,134,10,"G-13",69322,1,119,NA,3,NA,NA,NA,1370,NA,NA,"2006",2.07554696139253,3.13672056715641,4.77912349311153,7.22256601882217,2.22382339151919e-07,"OS"
"2364",1063400,200101,89,17,"J-13",69322,1,119,NA,3,NA,NA,NA,1442,NA,NA,"2001",2.07554696139253,3.15896526038341,4.77912349311153,7.27378631784489,0.0010220316948943,"OS"
"2367",-6366,201001,89,7,"J-14",69322,1,119.1,NA,3,NA,NA,NA,1308,NA,NA,"2010",2.07591176148278,3.11660774398825,4.77996347636125,7.17625453201714,0.000983553027453807,"OS"
"2378",-9281,201201,162,227,"H-12",69322,1,119.3,NA,3,NA,NA,NA,1336,NA,NA,"2012",2.07664044367034,3.12580645813953,4.78164132910387,7.19743535409659,0.000447534868867063,"OS"
"2380",-11684,200601,88,196,"I-12",69322,1,119.3,NA,4,NA,NA,NA,1552,35.2,NA,"2006",2.07664044367034,3.19089171692217,4.78164132910387,7.34729970074316,0.00530986734328361,"OS"
"2395",-4821,200901,88,16,"I-12",69322,1,119.6,NA,3,NA,NA,NA,1286,NA,NA,"2009",2.07773117965239,3.1092409685882,4.78415284151653,7.15929190479756,0.00245255179325571,"OS"
"2403",-4426,200801,88,192,"J-11",69322,1,119.7,NA,3,NA,NA,NA,1478,35.7,NA,"2008",2.07809415040641,3.16967443405881,4.78498861256393,7.29844510150815,0.00124098745695996,"OS"
"2409",-5695,200901,88,202,"H-12",69322,1,120,NA,3,NA,NA,NA,1276,NA,NA,"2009",2.07918124604762,3.10585067438514,4.78749174278205,7.15148546390474,0.00360893937002209,"OS"
"2410",-2899,200701,88,41,"D-10",69322,1,120,NA,3,NA,NA,NA,1314,35,NA,"2007",2.07918124604762,3.11859536522376,4.78749174278205,7.18083119904456,0.00176954513221476,"OS"
"2416",-2887,200701,88,29,"J-12",69322,1,120,NA,3,NA,NA,NA,1442,40.1,NA,"2007",2.07918124604762,3.15896526038341,4.78749174278205,7.27378631784489,0.000224324199050007,"OS"
"2417",1010928,200001,88,38,"E-09",69322,1,120,NA,3,NA,NA,NA,1486,NA,NA,"2000",2.07918124604762,3.17201880942456,4.78749174278205,7.3038432252777,0.00111705452676477,"OS"
"2430",-5698,200901,88,205,"H-13",69322,1,120.3,NA,3,NA,NA,NA,1472,NA,NA,"2009",2.08026562733984,3.16790781000148,4.78998862298063,7.29437729928882,0.000511856839151303,"OS"
"2439",-7572,201101,162,8,"J-14",69322,1,120.5,NA,3,NA,NA,NA,1540,NA,NA,"2011",2.08098704691089,3.18752072083646,4.79164975293071,7.33953769540767,0.00217471637834068,"OS"
"2444",-2905,200701,88,47,"H-08",69322,1,120.7,NA,3,NA,NA,NA,1400,35.8,NA,"2007",2.08170727009735,3.14612803567824,4.79330812810349,7.24422751560335,0.000195106820245288,"OS"
"2452",-4424,200801,88,190,"I-10",69322,1,120.8,NA,3,NA,NA,NA,1638,39.7,NA,"2008",2.08206693428511,3.2143138974244,4.79413628550071,7.40123126441302,0.00615758440970687,"OS"
"2457",-4426,200801,88,192,"J-11",69322,1,120.9,NA,3,NA,NA,NA,1418,40.9,NA,"2008",2.08242630086077,3.15167623084705,4.79496375762075,7.25700270709207,8.7171758441851e-05,"OS"
"2463",-2890,200701,88,32,"J-10",69322,1,121,NA,3,NA,NA,NA,1434,36.2,NA,"2007",2.08278537031645,3.15654915133178,4.79579054559674,7.26822302115957,1.7367927898476e-05,"OS"
"2464",1063396,200101,89,13,"F-13",69322,1,121,NA,3,NA,NA,NA,1590,NA,NA,"2001",2.08278537031645,3.20139712432045,4.79579054559674,7.37148929521428,0.00327503724058153,"OS"
"2475",-9073,201201,89,27,"J-10",69322,1,121.2,NA,3,NA,NA,NA,1450,NA,NA,"2012",2.08350261983027,3.16136800223497,4.79744207363521,7.27931883541462,3.9124570575372e-07,"OS"
"2497",-8504,201201,162,33,"K-08",69322,1,121.6,NA,3,NA,NA,NA,1535,NA,NA,"2012",2.08493357493672,3.18610837981321,4.80073696953207,7.3362856600213,0.000708918954324661,"OS"
"2500",-7504,201101,89,13,"E-11",69322,1,121.7,NA,3,NA,NA,NA,1514,NA,NA,"2011",2.08529057823006,3.18012587516405,4.80155899999348,7.32251043399739,0.000290431004897079,"OS"
"2503",-4821,200901,88,16,"I-12",69322,1,121.8,NA,3,NA,NA,NA,1460,NA,NA,"2009",2.08564728829686,3.16435285578444,4.8023803552758,7.28619171470238,3.07712126972776e-05,"OS"
"2536",-7579,201101,162,15,"E-12",69322,1,122.2,NA,3,NA,NA,NA,1632,NA,NA,"2011",2.08707120590654,3.21272015441784,4.8056590467375,7.39756153552405,0.00274778549841515,"OS"
"2537",-6139,201001,162,20,"J-10",69322,1,122.2,NA,3,NA,NA,NA,1644,NA,NA,"2010",2.08707120590654,3.21590181320403,4.8056590467375,7.40488757561612,0.00320496268352915,"OS"
"2543",-5695,200901,88,202,"H-12",69322,1,122.3,NA,3,NA,NA,NA,1698,NA,NA,"2009",2.08742645703629,3.22993768590793,4.80647704269313,7.43720636687129,0.00539031263843307,"OS"
"2556",-4092,200801,89,7,"I-14",69322,1,122.6,NA,3,NA,NA,NA,1426,NA,NA,"2008",2.0884904701824,3.15411952551585,4.80892702350211,7.26262860097424,0.000915130586215401,"OS"
"2566",-9871,201301,89,10,"G-13",69322,1,122.9,NA,3,NA,NA,NA,1488,NA,NA,"2013",2.08955188288645,3.17260293120986,4.81137101657199,7.30518821539304,0.00010820717513758,"OS"
"2572",1010928,200001,88,38,"E-09",69322,1,123,NA,3,NA,NA,NA,1546,NA,NA,"2000",2.0899051114394,3.18920948958231,4.81218435537242,7.34342622914737,9.13042490787691e-05,"OS"
"2575",-9833,201301,162,29,"B-08",69322,1,123,NA,3,NA,NA,NA,1600,35.7,NA,"2013",2.0899051114394,3.20411998265592,4.81218435537242,7.37775890822787,0.000824534167255821,"OS"
"2590",-5696,200901,88,203,"I-12",69322,1,123.3,NA,3,NA,NA,NA,1706,NA,NA,"2009",2.09096307659573,3.2319790268315,4.8146204101703,7.44190672805162,0.00356522194966307,"OS"
"2596",-9864,201301,89,3,"I-15",69322,1,123.4,NA,3,NA,NA,NA,1558,NA,NA,"2013",2.09131515969722,3.19256745333655,4.81543111147129,7.35115822643069,6.59771890362983e-05,"OS"
"2598",-7498,201101,89,6,"K-13",69322,1,123.4,NA,3,NA,NA,NA,1613,NA,NA,"2011",2.09131515969722,3.20763436738896,4.81543111147129,7.38585107812521,0.000742029944069138,"OS"
"2625",-4844,200901,88,39,"I-08",69322,1,124,NA,3,NA,NA,NA,1446,NA,NA,"2009",2.09342168516224,3.16016829295851,4.82028156560504,7.27655640271871,0.0016435901865176,"OS"
"2633",-16360,201701,94,23,"K-10",69322,1,124,NA,3,NA,NA,NA,1615,NA,NA,"2017",2.09342168516224,3.20817252666712,4.82028156560504,7.38709023565676,0.000369797002244906,"OS"
"2635",1010917,200001,88,27,"D-10",69322,1,124,NA,3,NA,NA,NA,1722,NA,NA,"2000",2.09342168516224,3.23603314711764,4.82028156560504,7.45124168498768,0.0029073762498317,"OS"
"2639",-7574,201101,162,10,"H-14",69322,1,124.1,NA,3,NA,NA,NA,1496,NA,NA,"2011",2.09377178149873,3.17493159352844,4.82108769221056,7.31055015853442,0.000549591640869572,"OS"
"2640",-5696,200901,88,203,"I-12",69322,1,124.1,NA,3,NA,NA,NA,1618,NA,NA,"2009",2.09377178149873,3.20897851727625,4.82108769221056,7.38894609761844,0.000354063057497789,"OS"
"2647",-9074,201201,89,28,"K-10",69322,1,124.2,NA,3,NA,NA,NA,1668,NA,NA,"2012",2.09412159584056,3.22219604630172,4.82189316949938,7.41938058291869,0.00113999912995577,"OS"
"2674",-9061,201201,89,15,"H-12",69322,1,124.6,NA,3,NA,NA,NA,1626,NA,NA,"2012",2.09551804232315,3.21112054125805,4.82510860635335,7.39387829010776,0.00021008910402273,"OS"
"2696",-6136,201001,162,17,"H-11",69322,1,125,NA,3,NA,NA,NA,1560,NA,NA,"2010",2.09691001300806,3.19312459835446,4.8283137373023,7.35244110024358,0.000159676678468783,"OS"
"2698",1010929,200001,88,39,"F-09",69322,1,125,NA,3,NA,NA,NA,1610,NA,NA,"2000",2.09691001300806,3.20682587603185,4.8283137373023,7.38398945797851,1.52008697883738e-05,"OS"
"2699",1010929,200001,88,39,"F-09",69322,1,125,NA,3,NA,NA,NA,1674,NA,NA,"2000",2.09691001300806,3.22375545365724,4.8283137373023,7.42297125104942,0.000591948949593405,"OS"
"2700",-7574,201101,162,10,"H-14",69322,1,125.1,NA,3,NA,NA,NA,1398,NA,NA,"2011",2.09725730969342,3.14550717140966,4.82911341747287,7.24279792279376,0.00506757482486262,"OS"
"2731",-18749,201901,94,29,"H-09",69322,1,125.9,NA,3,NA,NA,NA,1796,NA,NA,"2019",2.10002573010786,3.25430633233129,4.8354879410503,7.49331724886215,0.00231644069468298,"OS"
"2735",1023466,200001,88,189,"H-11",69322,1,126,148,3,NA,NA,NA,1535,NA,NA,"2000",2.10037054511756,3.18610837981321,4.83628190695148,7.3362856600213,0.00109410046943064,"OS"
"2738",1010682,200001,89,6,"I-14",69322,1,126,NA,3,NA,NA,NA,1620,NA,NA,"2000",2.10037054511756,3.20951501454263,4.83628190695148,7.39018142822643,3.23504469064397e-05,"OS"
"2739",1010901,200001,88,11,"G-13",69322,1,126,NA,3,NA,NA,NA,1676,NA,NA,"2000",2.10037054511756,3.22427401429426,4.83628190695148,7.42416528104203,0.00013415675731817,"OS"
"2740",1010901,200001,88,11,"G-13",69322,1,126,NA,3,NA,NA,NA,1700,NA,NA,"2000",2.10037054511756,3.23044892137827,4.83628190695148,7.43838353004431,0.000353749077165767,"OS"
"2742",1010917,200001,88,27,"D-10",69322,1,126,NA,3,NA,NA,NA,1758,NA,NA,"2000",2.10037054511756,3.24501887073775,4.83628190695148,7.47193207824512,0.00128574960514077,"OS"
"2748",-9063,201201,89,17,"F-12",69322,1,126.1,NA,3,NA,NA,NA,1726,NA,NA,"2012",2.10071508657308,3.23704079137919,4.83707524297087,7.45356187164337,0.000634464227378526,"OS"
"2762",-11263,200601,134,11,"E-12",69322,1,126.4,NA,3,NA,NA,NA,1594,NA,NA,"2006",2.10174707394637,3.20248831706009,4.83945148171276,7.37400185935016,0.000349627249555965,"OS"
"2765",-2816,200701,89,20,"E-12",69322,1,126.4,NA,3,NA,NA,NA,1686,NA,NA,"2007",2.10174707394637,3.22685757028872,4.83945148171276,7.4301141385618,8.97097126555161e-05,"OS"
"2773",-4424,200801,88,190,"I-10",69322,1,126.6,NA,3,NA,NA,NA,1778,37.2,NA,"2008",2.10243370568134,3.24993175663419,4.84103250971008,7.48324441607385,0.00112010123618771,"OS"
"2783",-2814,200701,89,18,"H-13",69322,1,126.8,NA,3,NA,NA,NA,1738,NA,NA,"2007",2.10311925354571,3.24004977211265,4.84261104200313,7.46049030582534,0.000381873698771897,"OS"
"2796",1010684,200001,89,8,"G-14",69322,1,127,NA,3,NA,NA,NA,1638,NA,NA,"2000",2.10380372095596,3.2143138974244,4.84418708645859,7.40123126441302,0.000149112315790049,"OS"
"2831",-6136,201001,162,17,"H-11",69322,1,127.6,NA,3,NA,NA,NA,1634,NA,NA,"2010",2.10585067438514,3.2132520521964,4.84890037091069,7.39878627541995,0.000411645280424413,"OS"
"2839",-2878,200701,88,20,"I-14",69322,1,127.8,NA,3,NA,NA,NA,1754,41.1,NA,"2007",2.10653085382238,3.24402958903002,4.85046654194343,7.46965417293213,0.000134515482820061,"OS"
"2840",-9755,201301,162,11,"F-13",69322,1,127.8,NA,3,NA,NA,NA,1926,43.2,NA,"2013",2.10653085382238,3.28465628278852,4.85046654194343,7.56320059235807,0.00320721061954466,"OS"
"2850",1023483,200001,88,206,"E-10",69322,1,128,150,3,NA,NA,NA,1734,NA,NA,"2000",2.10720996964787,3.23904909314019,4.85203026391962,7.45818615734049,1.37661979984413e-05,"OS"
"2851",1010896,200001,88,6,"I-15",69322,1,128,NA,3,NA,NA,NA,1792,NA,NA,"2000",2.10720996964787,3.25333800532611,4.85203026391962,7.49108759353488,0.000378560426310144,"OS"
"2852",1010684,200001,89,8,"G-14",69322,1,128,NA,3,NA,NA,NA,1804,NA,NA,"2000",2.10720996964787,3.25623653320592,4.85203026391962,7.49776170062257,0.000513058743874365,"OS"
"2859",-6138,201001,162,19,"I-10",69322,1,128.1,NA,3,NA,NA,NA,1780,NA,NA,"2010",2.10754912974469,3.25042000230889,4.85281120890269,7.48436864328613,0.000225980705836201,"OS"
"2875",-9053,201201,89,7,"I-14",69322,1,128.3,NA,3,NA,NA,NA,1592,NA,NA,"2012",2.10822665637493,3.20194306340165,4.85437127162159,7.37274636640433,0.00162543903470171,"OS"
"2879",-2878,200701,88,20,"I-14",69322,1,128.4,NA,4,NA,NA,NA,1580,38.2,NA,"2007",2.10856502373283,3.19865708695442,4.85515039125586,7.36518012602101,0.00201848401620087,"OS"
"2883",-11261,200601,134,9,"H-13",69322,1,128.5,NA,3,NA,NA,NA,1640,NA,NA,"2006",2.10890312766731,3.2148438480477,4.85592890433527,7.40245152081824,0.000804372611767661,"OS"
"2891",-4429,200801,88,195,"I-13",69322,1,128.6,NA,3,NA,NA,NA,1546,36.2,NA,"2008",2.1092409685882,3.18920948958231,4.85670681180352,7.34342622914737,0.0032697106607704,"OS"
"2893",-9113,201201,89,46,"B-08",69322,1,128.6,NA,3,NA,NA,NA,1844,NA,NA,"2012",2.1092409685882,3.26576091671761,4.85670681180352,7.51969240411654,0.000661654049060954,"OS"
"2904",-9752,201301,162,8,"H-14",69322,1,128.9,NA,3,NA,NA,NA,1586,34,NA,"2013",2.1102529173534,3.20030318298158,4.85903690994514,7.36897040219479,0.00232000426257402,"OS"
"2910",-4427,200801,88,193,"J-12",69322,1,128.9,NA,3,NA,NA,NA,1862,45.3,NA,"2008",2.1102529173534,3.26997967664532,4.85903690994514,7.52940645783701,0.00071011313473235,"OS"
"2919",-11289,200601,134,37,"J-07",69322,1,129,NA,3,NA,NA,NA,1892,NA,NA,"2006",2.11058971029925,3.27692113206577,4.85981240436167,7.54538974961182,0.0010811772333638,"OS"
"2920",1010682,200001,89,6,"I-14",69322,1,129,NA,3,NA,NA,NA,1928,NA,NA,"2000",2.11058971029925,3.28510702956681,4.85981240436167,7.56423847517049,0.00173437857337727,"OS"
"2931",-6141,201001,162,22,"J-11",69322,1,129.2,NA,3,NA,NA,NA,1664,NA,NA,"2010",2.11126251365907,3.22115332195471,4.8613615913485,7.41697962138115,0.000835767829306505,"OS"
"2952",-2876,200701,88,18,"K-14",69322,1,129.6,NA,3,NA,NA,NA,1720,35.3,NA,"2007",2.11260500153457,3.23552844690755,4.86445278391817,7.4500795698075,0.000318880286159207,"OS"
